year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1998;10;;;Congo;Congo Airline;Kindu - Kinshasa;Boeing B-727-30;41.0;38.0;3.0;41.0;38.0;3.0;0.0
1998;10;13.0;;Armenia;Ararat Avia;Yerevan - Krasnodar;Yakovlev YAK-40;37.0;33.0;4.0;0.0;0.0;0.0;4.0
1998;10;;;Uganda;TanaMana Aviation;Entebbe - Kasese;Britten-Norman BN-2A-3 Islander;11.0;10.0;1.0;4.0;3.0;1.0;0.0
1998;11;13.0;;Guatemala;Living Water Teaching Ministries Charter;Plaa Grande - Quetzaltenango;Douglas DC-3C;18.0;16.0;2.0;11.0;9.0;2.0;0.0
1998;11;11.0;;Russia;Sakha Airlines;Krasnoyarsk - Mirny;Antonov AN-12;13.0;7.0;6.0;13.0;7.0;6.0;0.0
1998;11;17.0;Maryland;United States;Private;Brunswick, GA - Annapolis, MD;Burgess RV-6 experimental;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1998;12;11.0;;Canada;Air Satellite;Point-Lebel - Rimouski;Britten-Norman Trislander;10.0;8.0;2.0;7.0;6.0;1.0;0.0
1998;12;19.0;;Thailand;Thai Airways;Bangkok - Surat Thani;Airbus A-310-204;146.0;132.0;14.0;102.0;91.0;11.0;0.0
1998;12;;;Angola;Khors Aircompany;;Antonov AN-12BP;11.0;6.0;5.0;11.0;6.0;5.0;0.0
1998;12;;;Angola;Zanex;Luanda - Saurimo;Antonov 12;10.0;2.0;8.0;1.0;;;0.0
1998;12;0.0;;Colombia;SELVA;Bogotá - Medellín;Antonov 32B;5.0;2.0;3.0;5.0;2.0;3.0;0.0
1998;12;12.0;;Angola;Transafrik;Huambo - Saurimo;Lockheed Martin L-100-30 Hercules;14.0;10.0;4.0;14.0;10.0;4.0;0.0
1999;1;;;Angola;Transafrik - United Nations Charter;Huambo - Luanda;Lockheed L-100-30 Hercules;9.0;5.0;4.0;9.0;5.0;4.0;0.0
1999;1;17.0;;Guernsey;Channel Express;London - Guernsey;Fokker F-27 Friendship 600;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1999;1;;;Germany;Military - German Air National Guard;Refueling;Boeing KC-135E;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1999;1;6.0;;Canada;Kelowna Flightcraft Air Charter;Vancouver - Victoria;Douglas DC-3C;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1999;1;14.0;;Australia;Uzu Air;Horn Island - Coconut Island;Britten Norman BN-2A-26;4.0;3.0;1.0;3.0;2.0;1.0;0.0
1999;1;8.0;;Nicaragua;Fuerza Aérea Nicaragua;Managua - Bluefields;Antonov AN-26;28.0;21.0;7.0;28.0;21.0;7.0;0.0
1999;2;5.0;;Angola;Savannair;Luanda - Lucapa;Antonov AN-12;14.0;10.0;4.0;14.0;10.0;4.0;13.0
1999;2;10.0;;Papua New Guinea;Airlink;Hoskins - Kandrian;Britten Norman BN-2A Trislander;11.0;10.0;1.0;11.0;10.0;1.0;0.0
1999;2;;;;Air Karibu;Kinshasa - Mbandaka;Lockheed L-188A Electra;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1999;2;16.0;;China;China Southwest Airlines;Chengdu - Wenzhou;Tupolev TU-154;61.0;50.0;11.0;61.0;50.0;11.0;0.0
1999;2;12.0;;Italy;Minerva Airlines;Cagliar - Genoa;Dornier 328-110;31.0;27.0;4.0;4.0;3.0;1.0;0.0
1999;3;8.0;;India;Military - Indian Air Force;Gwalior -  Pokhran - New Delhi;Antonov AN-32 Transport;19.0;15.0;4.0;19.0;15.0;4.0;3.0
1999;3;16.0;;Colombia;ALIANSA Colombia;Cucuta - El Yopal;Douglas DC-3C (C-47A-DK);8.0;5.0;3.0;8.0;5.0;3.0;8.0
1999;3;9.0;;Canada;Provincial Airlines;Goose Bay - Davis Inlet;de Havilland Canada DHC-6 Twin Otter 300;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1999;4;11.0;;Brazil;Manacá Táxi Aéreo;Training;Learjet 24D;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1999;4;0.0;;Turkey;Turkish Airlines (THY);Adana - Ciddah;Boeing 737-4Q8;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1999;4;11.0;;Colombia;Aerotaca;Bucaramanga - Malaga;de Havilland Canada DHC-6 Twin Otter 300;5.0;3.0;2.0;5.0;3.0;2.0;0.0
1999;4;16.0;;China;Korean Air;Shanghi, China - Seoul, Korea;McDonnell Douglas MD-11;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1999;5;19.0;;Vanuatu;Vanair;Espírita Santo - Port Vila;de Havilland Canada DHC-6 Twin Otter 300;12.0;11.0;1.0;7.0;6.0;1.0;0.0
1999;5;13.0;;Malaysia;Military - Malaysian Air Force;Training;de Havilland Canada DHC-4A;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1999;5;14.0;;Kenya;Malindi Air Services;Ol Kiombo - Mara Sika AS;Let 410UVP-E;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1999;6;23.0;Arkansas;United States;American Airlines;Dallas-Fort Worth - Little Rock;McDonnell Douglas MD-82;145.0;139.0;6.0;11.0;10.0;1.0;0.0
1999;6;;;Sudan;Military - Sudan Air Force;Kassala - Khartoum;Antonov 32;50.0;44.0;6.0;50.0;44.0;6.0;0.0
1999;6;;;Philippines;Pacific Airways;;Britten-Norman BN-2A-21 Islander;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1999;6;10.0;Alaska;United States;Air Taxi - Coastal Helicopters Inc.;Sightseeing;Eurocopter AS-350BA;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1999;6;8.0;;Papua New Guinea;Airlink;Nadzab - Goroka;Embraer 110P2 Bandeirante;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1999;6;13.0;;Canada;Blue Water Aviation Services;Test flight;de Havilland Canada DHC-3 Otter;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1999;7;;;Angola;Savanair;Huambo - Luanda;Antonov 12B;5.0;0.0;5.0;1.0;0.0;1.0;0.0
1999;7;14.0;;;Myanmar Airways;Yangon - Sittwe;Fokker F-27 Friendship 600;8.0;4.0;4.0;8.0;4.0;4.0;0.0
1999;7;12.0;;Colombia;LANC Colombia;Villavicencio - Mitu;Douglas DC-6A;18.0;12.0;6.0;5.0;5.0;0.0;0.0
1999;7;19.0;;Nepal;Lufthansa Cargo Airlines;Kathmandu - New Delhi;Boeing 727-243F;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1999;7;4.0;;Mexico;Aero Jet Express;Los Mochis - Toluca;Hawker Siddeley HS-125;4.0;2.0;2.0;4.0;2.0;2.0;0.0
1999;7;21.0;Massachusetts;United States;Private;Fairfield, N.J. - Martha's Vineyard, MA;Piper PA-32-R301 Saratoga II HP;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1999;7;11.0;;Japan;All Nippon Airways;Tokyo, Japan - Chitose, Japan;Boeing B-747;517.0;503.0;14.0;1.0;0.0;1.0;0.0
1999;7;3.0;;Colombia;Military - U.S. Army;;de Havilland Canada DHC-7-102;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1999;7;5.0;;Fiji;Air Fiji;Nausori - Nadi;Embraer 110P1 Bandeirante;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1999;8;12.0;;;TACV-Cabo Verde Airlines;Sao Vicente - Santo Antao;Dornier 228-201;18.0;16.0;2.0;18.0;16.0;2.0;0.0
1999;8;18.0;;China;China Airlines (Taiwan);Bangkok - Hong Kong;McDonnell Douglas MD-11;315.0;300.0;15.0;3.0;3.0;0.0;0.0
1999;8;12.0;;Taiwan;Uni Air;Taipei - Hualian;McDonnell Douglas MD-90-30;96.0;90.0;6.0;1.0;1.0;0.0;0.0
1999;8;10.0;;Uzbekistan;Uzbekistan Airways;Tashkent - Turtkul;Yakovlev YAK-40;33.0;29.0;4.0;2.0;2.0;0.0;0.0
1999;8;20.0;;Argentina;LAPA, Lineas Aereas Privadas Argentinas;Buenos Aires - Cordoba;Boeing B-737-204C;103.0;98.0;5.0;63.0;60.0;3.0;2.0
1999;9;10.0;;Nepal;Necon Air;Pokhara - Kathmandu;Hawker Siddeley HS-748-501 Super 2B;15.0;10.0;5.0;15.0;10.0;5.0;0.0
1999;9;23.0;;Spain;Britannia Airways;Cardiff, Wales, UK - Girona, Spain;Boeing 757-204;245.0;236.0;9.0;1.0;1.0;0.0;0.0
1999;9;;;Romania;Greek Government;Athens - Bucharest;Dassault Falcon 900B;13.0;10.0;3.0;7.0;7.0;0.0;0.0
1999;9;21.0;;Brazil;Norte Jet Táxi Aéreo;Belem - Monte Dourado;Embraer 110 Bandeirante;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1999;9;;;Mexico;Military - Mexican Air Force;Test flight;Lockheed C-130A Hercules;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1999;10;19.0;;Saudi Arabia;Aramco Associated Company;;Bell 214ST helicopter;20.0;18.0;2.0;12.0;10.0;2.0;0.0
1999;10;;;Venezuela;Military - Venezuelan Army;La Carlota - Acarigua;Arava 201;6.0;3.0;3.0;6.0;3.0;3.0;0.0
1999;10;11.0;South Dakota;United States;Private charter;Orlando, FL - Dallas, TX;Gates Learjet 35;6.0;4.0;2.0;6.0;4.0;2.0;0.0
1999;10;1.0;Massachusetts;United States;EgyptAir;New York City - Cairo;Boeing B-767-366ER;217.0;202.0;15.0;217.0;202.0;15.0;0.0
1999;11;19.0;;Mexico;TAESA;Uruapan - Mexico City;McDonnell Douglas DC-9-31;18.0;13.0;5.0;18.0;13.0;5.0;0.0
1999;11;11.0;;;Si Fly - U.N. charter;Rome - Pristina;Aerospatiale Alenia ATR-42;24.0;21.0;3.0;24.0;21.0;3.0;0.0
1999;12;5.0;;Russia;Tashkent Aircraft Production Corporation;Moscow, Russia - Tashkent, Uzbekistan;Ilyushin 114T;7.0;0.0;7.0;5.0;0.0;5.0;0.0
1999;12;9.0;;Philippines;Asian Spirit;Manila - Cauayan;Let 410UVP;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1999;12;2.0;;Kuwait;Military - U.S. Air Force;Kuwait  IA - Kuwait-Ahmed Al-jaber AB;Lockheed C-130H;94.0;86.0;8.0;3.0;3.0;0.0;0.0
1999;12;9.0;;;SATA;Ponta Delgada - Horta;British Aerospace APT;35.0;31.0;4.0;35.0;31.0;4.0;0.0
1999;12;9.0;;Guatemala;Cubana de Aviacon;Havana - Guatemala City;McDonnell Douglas DC-10-30;314.0;296.0;18.0;16.0;8.0;8.0;2.0
1999;12;18.0;;United Kingdom;Korean Air;London, England - Milan, Italy;Boeing 747-2B5F;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1999;12;;;Afghanistan;Indian Airlines;Kathmandu - New Delhi;Airbus A300B2-101;189.0;174.0;15.0;1.0;0.0;1.0;0.0
1999;12;20.0;;Venezuela;Cubana de Aviacion;Havana - Valencia;Yakovlev YAK-42D;22.0;12.0;10.0;22.0;12.0;10.0;0.0
1999;12;15.0;;Nepal;Skyline Airways;Simara - Kathmandu;de Havilland Canada DHC-6 Twin Otter;10.0;7.0;3.0;10.0;7.0;3.0;0.0
1999;12;;;Turkey;Ecuato Guineana de Aviacion;Kiev, Russia - Tehran, Iran;Antonov 28;6.0;4.0;2.0;6.0;4.0;2.0;0.0
2000;1;;;Nigeria;Skypower Express Airways;Lagos - Abuja;Embraer 110P1A Bandeirante;16.0;13.0;3.0;1.0;1.0;0.0;1.0
2000;1;17.0;;Switzerland;Crossair;Zürich - Dresden;Saab 340B;10.0;7.0;3.0;10.0;7.0;3.0;0.0
2000;1;12.0;;Libya;Avisto;Tripoli IAP - Marsa el-Brega;Shorts 360-300;41.0;38.0;3.0;22.0;21.0;1.0;0.0
2000;1;13.0;;Costa Rica;TACA;San Jose - Tortuguero;Let 410UVP-E;20.0;17.0;3.0;5.0;4.0;1.0;0.0
2000;1;21.0;;Ivory Coast;Kenya Airways;Abidjan - Lagos;AirbusA310-304;179.0;169.0;10.0;169.0;159.0;10.0;0.0
2000;1;16.0;California;United States;Alaska Airlines;Puerto Vallarta - San Francisco;McDonnell Douglas MD-83;88.0;83.0;5.0;88.0;83.0;5.0;0.0
2000;2;;;Iran;Military - Islamic Republic of Iran Air Force;Training;Lockheed C-130 Hercules;8.0;;;8.0;;;0.0
2000;2;19.0;California;United States;Emery Worldwide;Sacramento, CA - Dayton, OH;McDonnell Douglas DC-8-71F;3.0;0.0;3.0;3.0;0.0;3.0;0.0
2000;3;18.0;;;Southwest Airlines;Las Vegas - Burbank;Boeing B-737-3T5;142.0;137.0;5.0;0.0;0.0;0.0;0.0
2000;3;8.0;;Russia;Vologodskiye Airlines;Moscow - Kiev;Yakovlev YAK-40;9.0;4.0;5.0;9.0;4.0;5.0;0.0
2000;3;9.0;;Panama;Aeroperlas;Panama City - Puerto Obaldia;de Havilland Canada DHC-6 Twin Otter 300;10.0;8.0;2.0;10.0;8.0;2.0;0.0
2000;3;12.0;;Canada;Points North Air Services;Points North Landing, SK - Ennadai Lake;Douglas C-47A-5-DK;2.0;0.0;2.0;2.0;0.0;2.0;0.0
2000;3;17.0;;Spain;Military - Ejército del Aire;Sevilla - Herreira;CASA 212-DE Aviocar 200;7.0;0.0;7.0;7.0;0.0;7.0;0.0
2000;3;18.0;;Sri Lanka;Sky Cabs;Bangkok - Colombo;Antonov AN-12 (freighter);8.0;0.0;8.0;6.0;0.0;6.0;2.0
2000;3;;;Angola;Uralex;Huambo - Luanda;Antonov AN-32;33.0;29.0;4.0;3.0;3.0;0.0;0.0
2000;3;;;Sri Lanka;Military - Sri Lankan Air Force;Jaffna/Palaly AFB - Anuradhapura AFB;Antonov An-26;40.0;36.0;4.0;40.0;36.0;4.0;0.0
2000;4;9.0;Florida;United States;Bankair;Opa-Locka - Marianna;Learjet 35A;3.0;0.0;3.0;3.0;0.0;3.0;0.0
2000;4;7.0;;Philippines;Air Philippines;Manila - Davao;Boeing B-737-2H4;131.0;124.0;7.0;131.0;124.0;7.0;0.0
2000;4;;;Congo;Military - Centrafricain Airlines;Pepa, Congo - Kigali, Rwanda;Antonov AN-8;24.0;20.0;4.0;24.0;20.0;4.0;0.0
2000;4;;;Papua New Guinea;North Coast Aviation;;Britten-Norman BN-2A-20 Islander;4.0;1.0;3.0;4.0;1.0;3.0;0.0
2000;5;14.0;;France;Northern Executive Aviation;;Learjet 35A;5.0;3.0;2.0;2.0;0.0;2.0;0.0
2000;5;;;Guyana;Trans Guyana Airways;;Britten-Norman BN-2A-9 Islander;1.0;0.0;1.0;1.0;0.0;1.0;0.0
2000;5;20.0;Hawaii;United States;Price Aircraft Company;Kahului - Hoolehua;Rockwell Sabreliner 65;6.0;4.0;2.0;6.0;4.0;2.0;0.0
2000;5;9.0;;Gabon;Avirex;Libreville - Moanda;Beechcraft 1900C-1;10.0;8.0;2.0;3.0;2.0;1.0;0.0
2000;5;11.0;Pennsylvania;United States;Executive Airlines;Atlantic City - Wilkes-Barre;BAe Jetstream 3101-31;19.0;17.0;2.0;19.0;17.0;2.0;0.0
2000;5;;;Philippines;Philippine Air Lines;Davao - Manila;Airbus A.330-301;298.0;284.0;14.0;1.0;1.0;0.0;0.0
2000;5;19.0;;Australia;Whyalla Airlines;Adelaide - Whyalla;Piper PA-31-350 Navajo;8.0;1.0;7.0;8.0;1.0;7.0;0.0
2000;6;11.0;;Ghana;Ghana Airlink;Tamale - Accra;Fokker F-27 Friendship 600;52.0;48.0;4.0;7.0;7.0;0.0;0.0
2000;6;1.0;;China;Wuhan Airlines;Enshi - Wuhan;Xian Yunshuji Y-7-100C;44.0;40.0;4.0;44.0;40.0;4.0;7.0
2000;6;11.0;Florida;United States;Universal Jet Aviation;Boca Raton - Fort Pierce;Learjet 55;3.0;1.0;2.0;3.0;1.0;2.0;0.0
2000;6;;;Japan;Military - Japanese Air Self-Defence Force;Training;Kawasaki C-1A;5.0;0.0;5.0;5.0;0.0;5.0;0.0
2000;7;10.0;;Philippines;Military - Philippine Air Force;Cagayancillo - Puerto Princesa;GAF Nomad N-22C;15.0;11.0;4.0;14.0;10.0;4.0;0.0
2000;7;19.0;;Mexico;Aerocaribe;Tuxtla Gutierrez - Villahermosa;British Aerospace  BAe Jetstream 32EP;19.0;17.0;2.0;19.0;17.0;2.0;0.0
2000;7;8.0;;Colombia;CORAL Colombia;Villavicencio - Mitu;Curtiss C-46A-60-CS;19.0;15.0;4.0;13.0;9.0;4.0;0.0
2000;7;0.0;North Carolina;United States;Win Win Aviation;Hinckley, IL - Louisburg, NC;de Havilland Canada DHC-6 Twin Otter 200;3.0;2.0;1.0;1.0;0.0;1.0;0.0
2000;7;7.0;;India;Indian Airlines/Alliance Airlines;Calcutta - Patna - Lucknow - New Delhi;Boeing B-737-2A8 Advanced;58.0;52.0;6.0;55.0;49.0;6.0;5.0
2000;7;0.0;Maine;United States;Airwave Transport;Moncton - Montreal;Grumman G-159 Gulfstream I;2.0;0.0;2.0;2.0;0.0;2.0;0.0
2000;7;13.0;;Bahamas;Allied Air Freight;Nassau - Freeport;Douglas C-47A-10-DK;2.0;0.0;2.0;2.0;0.0;2.0;0.0
2000;7;10.0;Hawaii;United States;Blue Hawaiian Helicopters;Sight seeing;Aerospatiale AS355-F1;7.0;6.0;1.0;7.0;6.0;1.0;0.0
2000;7;16.0;;France;Air France;Paris - New York City;Aerospatiale BAe Concorde 101;109.0;100.0;9.0;109.0;100.0;9.0;4.0
2000;7;6.0;;Jordan;Military - Royal Jordanian Air Force;;Lockheed C-130H Hercules;13.0;;;13.0;;;0.0
2000;7;10.0;;Nepal;Royal Nepal Airlines;Bajhang - Dhangadhi;de Havilland Canada DHC-6 Twin Otter 300;25.0;22.0;3.0;25.0;22.0;3.0;0.0
2000;8;8.0;;Brazil;Air taxi - Lider Air Taxi;Cubatao - Navegantes;Sikorsky S-76;6.0;5.0;1.0;6.0;5.0;1.0;0.0
2000;8;15.0;;Chile;Military - Fuerza Aérea de Chile;Santiago - Coihaique;Casa 212-AB10 Aviocar;14.0;10.0;4.0;14.0;10.0;4.0;0.0
2000;8;8.0;New Jersey;United States;Patuxent Airways / Private;Lakehurst, NY - Patuxent River, MD;Piper Navajo PA-31/ Piper Seminole PA-44;11.0;8.0;3.0;11.0;8.0;3.0;0.0
2000;8;;;Congo;Staer Air;Kinshasa - Tshikapa;Antonov AN-26B;27.0;21.0;6.0;27.0;21.0;6.0;0.0
2000;8;19.0;;Bahrain;Gulf Air;Cairo - Manama;Airbus A320-212;143.0;135.0;8.0;143.0;135.0;8.0;0.0
2000;9;;;Colombia;Military - Fuerza Aérea Colombiana;;Douglas C-47;7.0;0.0;7.0;7.0;0.0;7.0;0.0
2000;9;15.0;;Australia;Charter - Central Air;Perth - ?;Beechcraft SKA 200;8.0;7.0;1.0;8.0;7.0;1.0;0.0
2000;9;9.0;;Sri Lanka;Military - Sri Lanka Air Force;Colombo - Kalmunai;Mil Mi-17;14.0;12.0;2.0;14.0;12.0;2.0;0.0
2000;10;16.0;;Mexico;Aeromexico;Mexico City - Reynosa - Matamoros;McDonnell Douglas DC-9-31;88.0;83.0;5.0;0.0;0.0;0.0;4.0
2000;10;15.0;;Canada;Summit Air Charters;Kuglluktuk - Yellowknife;Shorts SC.7 Skyvan 3-100;3.0;1.0;2.0;3.0;1.0;2.0;0.0
2000;10;14.0;Kansas;United States;Bombardier Aerospace;Test flight;Canadair CL-600-2B16 Challenger 604;3.0;0.0;3.0;2.0;0.0;2.0;0.0
2000;10;17.0;Missouri;United States;Private;St. Louis - New Madrid;Cessna 335;3.0;2.0;1.0;3.0;2.0;1.0;0.0
2000;10;12.0;;Laos;Lao Aviation;Vientiane - Sam Neua;Harbin Yunshuji Y-12-II;17.0;15.0;2.0;8.0;8.0;0.0;0.0
2000;10;18.0;;;Military - Russian Air Force;Moscow - Batumi;Ilyushin IL-18D;86.0;75.0;11.0;86.0;75.0;11.0;0.0
2000;10;23.0;;Taiwan;Singapore Airlines;Taipei - Los Angeles;Boeing B-747-412;179.0;159.0;20.0;83.0;79.0;4.0;0.0
2000;10;11.0;;Angola;Aca-Ancargo;Saurimo - Luanda;Antonov AN-26;44.0;39.0;5.0;44.0;39.0;5.0;0.0
2000;11;;;;Malu Aviation;;Antonov 32B;11.0;5.0;6.0;2.0;1.0;1.0;0.0
2000;11;1.0;Indiana;United States;Superior Aviation;Fort Wayne, IN - Milwaukee, WI;Swearingen SA.226TC Metro II;1.0;0.0;1.0;1.0;0.0;1.0;0.0
2000;11;13.0;;Angola;Asa Pesada;Luanda - Namibe;Antonov AN-26;57.0;52.0;5.0;57.0;52.0;5.0;0.0
2000;11;12.0;Florida;United States;American Airlines;Miami, FL - Port au Prince;Airbus A300-600R;114.0;105.0;9.0;1.0;0.0;1.0;0.0
2000;12;14.0;;;Servicio Aereo Manchupo;Cashaschanes - Sumacal;Cessna 206;6.0;5.0;1.0;6.0;5.0;1.0;0.0
2001;1;;;China;Military - People's Liberation Army;Training;Shaanxi Yunshuji Y-8/Yunshuji Y-8;16.0;0.0;16.0;16.0;0.0;16.0;6.0
2001;1;;;Indonesia;Military - Tentara Nasional Indonesia Navy;Timika - Jayapura;CASA 212-MP Aviocar 200;9.0;0.0;9.0;9.0;0.0;9.0;0.0
2001;1;21.0;Alaska;United States;Majestic Air Cargo;;Douglas C-47A-30-DK (DC-3C);2.0;0.0;2.0;2.0;0.0;2.0;0.0
2001;1;18.0;;Venezuela;Rutaca Airlines;Canaina - Ciudad Bolivar - Por La Mar;Douglas DC-3C (C47A-DL);24.0;20.0;4.0;24.0;20.0;4.0;0.0
2001;1;17.0;Colorado;United States;North Bay Charter;Broomfield, CO - Stillwater, OK;Beech King Air 200 Catpass;10.0;8.0;2.0;10.0;8.0;2.0;0.0
2001;1;16.0;;Colombia;Lineas Aereas Suramericanas;El Yopal - Mitu;Sud Aviation SE-210 Caravelle 10R;6.0;3.0;3.0;3.0;2.0;1.0;0.0
2001;2;15.0;;Germany;E.A.S. Aeroservizi;Nurnberg - Rome, Italy;Learjet 35A;3.0;1.0;2.0;3.0;1.0;2.0;0.0
2001;2;19.0;Minnesota;United States;Northern Illinois Flight Center;Chicago - Beaver Island;Swearingen SA.227AT Merlin IVC;6.0;4.0;2.0;2.0;0.0;2.0;0.0
2001;2;;;Suriname;Gum Air Charter;Paramaribo - Jakobkondre;GAF Nomad N24A;10.0;9.0;1.0;10.0;9.0;1.0;0.0
2001;2;17.0;;;Loganair;Edinburgh - Belfast;Shorts 360-100;2.0;0.0;2.0;2.0;0.0;2.0;0.0
2001;3;9.0;Georgia;United States;Military - Florida Army National Guard;Fort Walton Beach, Fl - Oceana Naval Air Station, VA;Short 360;21.0;18.0;3.0;21.0;18.0;3.0;0.0
2001;3;14.0;;Thailand;Thai Airways;Bangkok - Chiang Mai.;Boeing B-737-4D7;5.0;0.0;5.0;1.0;0.0;1.0;0.0
2001;3;;;Saudi Arabia;Vnukovo Airlines;Istanbul - Moscow;Tupolev 154M;174.0;162.0;12.0;3.0;2.0;1.0;0.0
2001;3;16.0;;;Air Caraibes;St. Maarten - St. Barthélémy;de Havilland Canada DHC-6 Twin Otter;19.0;17.0;2.0;19.0;17.0;2.0;1.0
2001;3;18.0;;Indonesia;Merpati Nusantara Airlines;Training;Fokker F-27 Friendship 500F;3.0;0.0;3.0;3.0;0.0;3.0;0.0
2001;3;19.0;Colorado;United States;Jetwingsco Inc. - Private Charter;Los Angeles - Aspen;Grummand Gulfstream III;18.0;15.0;3.0;18.0;15.0;3.0;0.0
2001;4;;;Sudan;Military - Sudan Air Force;Adar Yeil - Khartoum;Antonov AN-24;30.0;;;14.0;;;0.0
2001;4;15.0;;Vietnam;SFC Vietnam - Charter - Full Account;Vinh - Dong Hoi - Hue;Mil Mi-18 Helicopter;16.0;13.0;3.0;16.0;13.0;3.0;0.0
2001;4;5.0;;Argentina;Private - Techint  group;San Fernando - El Calafate;Cessna  208B Grand Caravan;10.0;8.0;2.0;10.0;8.0;2.0;0.0
2001;5;13.0;;Turkey;Military - Turkish Air Force;Diyarbakir - Ankara;CASA CN-235M-10;34.0;28.0;6.0;34.0;28.0;6.0;0.0
2001;5;7.0;;Iran;Faraz Qeshm Airlines;Tehran - Gorgan;Yakovlev YAK-40;30.0;25.0;5.0;30.0;25.0;5.0;0.0
2001;5;12.0;;Argentina;Fuerza Aérea Argentina;Mendoza - Parana;Fokker F-27 Friendship 400M;5.0;0.0;5.0;5.0;0.0;5.0;0.0
2001;5;16.0;;Russia;Military - Russian Air Force;Rzhevsk - Morsansk;Antonov 12MGA;7.0;0.0;7.0;7.0;0.0;7.0;0.0
2001;6;14.0;;Indonesia;Manunggal Air;Jayapura - Wamena;Transall C-160NG;19.0;16.0;3.0;1.0;1.0;0.0;0.0
2001;7;2.0;;Russia;Vladivostokavia;Yekaterinburg - Irkutsk - Vladivostok;Tupolev TU-154M;145.0;136.0;9.0;145.0;136.0;9.0;0.0
2001;7;11.0;;;Private  - Daewoo Shipbuilding;Jinhae - Ockpo;Sikorsky S-76B helicopter;12.0;9.0;3.0;8.0;7.0;1.0;0.0
2001;7;12.0;;Venezuela;Private - Overtec Company;Puerto Cabello - Caracas;Antonov AN-28 PZL-Mielec M-28 Sky Truck;13.0;10.0;3.0;13.0;10.0;3.0;0.0
2001;7;8.0;;Russia;Russ Air Transport Company;Moscow - Norilsk;Ilyushin IL-76;10.0;0.0;10.0;10.0;0.0;10.0;0.0
2001;8;4.0;;Iceland;Naske Air;Reykjavík, Iceland - Narsarsua, Greenland;Dassault Falcon 20C;3.0;1.0;2.0;3.0;1.0;2.0;0.0
2001;8;14.0;Arizona;United States;Papillon Grand Canyon Helicopters of Las Vegas;Grand Canyon NP - Las Vegas;Aerospatiale AS350 Eurocopter  helicoper;7.0;6.0;1.0;6.0;5.0;1.0;0.0
2001;8;;;;Victoria Airlines;Kama - Kapmene;Antonov 28;11.0;9.0;2.0;4.0;2.0;2.0;0.0
2001;8;5.0;New York;United States;Ameristar Jet Charter;Ithaca, NY - Jackson, MI;Learjet 25;2.0;0.0;2.0;2.0;0.0;2.0;0.0
2001;8;18.0;;;Air Transat;Toronto - Lisbon;Airbus A-330-243;304.0;291.0;13.0;0.0;0.0;0.0;0.0
2001;8;10.0;;Spain;Binter Mediterráneo;Melilla - Málaga;CASA  CN-235-200;47.0;44.0;3.0;4.0;3.0;1.0;0.0
2001;9;9.0;;;American Airlines;Washington D.C. - Los Angeles;Boeing B-757-223;64.0;58.0;6.0;64.0;58.0;6.0;125.0
2001;9;8.0;New York;United States;American Airlines;Boston - Los Angeles;Boeing 767-223ER;92.0;81.0;11.0;92.0;81.0;11.0;2750.0
2001;9;9.0;New York;United States;United Air Lines;Boston - Los Angeles;Boeing B-767-222;65.0;56.0;9.0;65.0;56.0;9.0;2750.0
2001;9;10.0;Pennsylvania;United States;United Air Lines;Newark - San Francisco;Boeing B-757-222;44.0;37.0;7.0;44.0;37.0;7.0;0.0
2001;9;16.0;;Mexico;Aero Ferinco Charter;Chichen Itza - Cozumel;LET 410UVP;19.0;17.0;2.0;19.0;17.0;2.0;0.0
2001;9;;;Brazil;TAM (Brazil);Recife  - Sao Paulo;Fokker 100;82.0;77.0;5.0;1.0;1.0;0.0;0.0
2001;9;7.0;;Guatemala;Atlantic Airlines;Guatemala City - San Pedro Sula, Honduras;LET 410UVP-E;13.0;11.0;2.0;9.0;8.0;1.0;0.0
2001;10;13.0;;Russia;Sibir Airlines;Tel Aviv -  Novosibirsk, Russia;Tupolev Tu-154M;78.0;66.0;12.0;78.0;66.0;12.0;0.0
