year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1934;1;;;France;Air France;;Breguet 280T;2.0;;;2.0;;;0.0
1934;2;14.0;Utah;United States;Boeing Aircraft Company;Salt Lake City - Cheyenne;Boeing 247;8.0;5.0;3.0;8.0;5.0;3.0;0.0
1934;2;;;Morocco;Air France;;Latécoère 28;6.0;;;1.0;;;0.0
1934;3;;Illinois;United States;American Airways;St. Louis, MO - Chicago, IL;Fairchild Pilgrim 100A;4.0;3.0;1.0;4.0;3.0;;0.0
1934;3;;;Colombia;Pan American Airways (Scadta);Quiddo - Cartago;Sikorsky S-38 Flying Boat;6.0;4.0;2.0;5.0;3.0;2.0;0.0
1934;3;;;Peru;Pan American Grace Airlines;;Ford 5-AT-C Tri-Motor;15.0;12.0;3.0;3.0;0.0;3.0;0.0
1934;4;;;China;China National Aviation Corporation;;Sikorsky S-38BB;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1934;5;;;;Air France;Dieppe, France - New Haven, England;Wibault 282T;6.0;3.0;3.0;6.0;3.0;3.0;0.0
1934;5;5.0;;;Air France;Croydon, England - Paris, France;Liore-et-Olivier 213;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1934;6;17.0;New York;United States;American Airways;New York - Chicago;Curtiss Condor T-32;7.0;4.0;3.0;7.0;4.0;3.0;0.0
1934;6;11.0;;Argentina;Panagra;Buenos Aires - Santiago;Ford 5-AT-C Tri-Motor;10.0;7.0;3.0;6.0;3.0;3.0;0.0
1934;6;;;Germany;Deutsche Lufthansa;;Dornier Merkur;7.0;5.0;2.0;1.0;0.0;1.0;0.0
1934;6;6.0;California;United States;Aerevias Centrales Air Service;Mexico - Burbank;Lockheed Orion;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1934;7;;California;United States;United Air Services;San Bernardion - Los Angeles;Lockheed Vega;4.0;3.0;1.0;3.0;2.0;1.0;0.0
1934;7;9.0;;Germany;Swissair;Zurich - Stuttgart - Leipzig - Berlin;Curtiss AT-32C Condor;12.0;9.0;3.0;12.0;9.0;3.0;0.0
1934;8;;;Brazil;Air France;;Latecoere 26;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1934;8;;;China;China National Aviation Corporation;;Sikorsky S-38B;;;;;;;
1934;8;22.0;Missouri;United States;Rapid Air Transport;Kansas City - Saint Joseph - Omaha;Stinson  SM-6000B;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1934;10;10.0;;;Hillman's Airways;Croydon - Paris;de havilland 89 Dragon Rapide;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1934;10;;;Australia;Qantas;;de Havilland DH-50A;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1934;10;;;Australia;Holymans Airways;Launceston, Tasmania - Melbourne, Australia;de Havilland DH-86;11.0;9.0;2.0;11.0;9.0;2.0;0.0
1934;11;;;Australia;Holdens Air Transport Service;Rabaul - Kaiapit;De Havilland DH-61;4.0;2.0;2.0;2.0;2.0;0.0;0.0
1934;11;23.0;Montana;United States;Rapid Air Transport;Omaha - Kansas City;Stinson SM-6000-B;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1934;11;;;Australia;Qantas;London - Sydney;de Havilland DH-86;4.0;3.0;1.0;4.0;3.0;1.0;0.0
1934;12;;;Germany;Deutsche Lufthansa;Berlin - Hanover;Junkers F-13;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1934;12;5.0;Missouri;United States;Braniff Airlines;Kansas City, MO - Chicago, IL;Lockheed Vega 5C;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1934;12;7.0;;Cuba;Cubana de Aviacion;Havana - Santiago de Cuba;Ford 4-AT-E Tri-motor;8.0;5.0;3.0;4.0;2.0;2.0;0.0
1934;12;3.0;;Syria;KLM Royal Dutch Airlines;Amsterdam - Batavia, Java;Douglas DC-2-115A;7.0;3.0;4.0;7.0;3.0;4.0;0.0
1934;12;2.0;Tennessee;United States;American Airlines;Louisville, KY - Nashville, TN;Lockheed Orion 9D;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1934;12;;;;Aeroflot;;Tupolev ANT-9;10.0;8.0;2.0;10.0;8.0;2.0;0.0
1935;1;;;Pakistan;Indian Air Force;Training;Wapiti;2.0;0.0;2.0;0.0;0.0;2.0;15.0
1935;1;;Pennsylvania;United States;Trans Continental and Western Air;Newark, NJ - Columbus, OH;Consolidated Fleetster;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1935;1;19.0;;Germany;Deruluft;Koenigberg - Berlin;Junkers JU-52/3m;11.0;8.0;3.0;11.0;8.0;3.0;0.0
1935;2;;;;Military - US Navy;;Goodyear-Zeppelin U.S.S. Macon (airship);83.0;0.0;83.0;2.0;0.0;2.0;0.0
1935;3;;;Germany;Deruluft;;Rochrbach Roland;3.0;0.0;3.0;0.0;0.0;0.0;0.0
1935;3;;;Egypt;Misrair;Jerusalem - Cairo;de Havilland Dragon 1;6.0;5.0;1.0;3.0;2.0;1.0;0.0
1935;3;;;Germany;Deutsche Lufthansa;Training;Junkers F-13;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1935;4;0.0;;France;Air France;;Farman F-300;3.0;0.0;3.0;1.0;0.0;1.0;0.0
1935;4;15.0;;Germany;KLM Royal Dutch Airlines;Prague Leipzig Essen Amsterdam Rotterdam;Fokker F-12;7.0;2.0;5.0;7.0;2.0;5.0;0.0
1935;5;10.0;Colorado;United States;Varney Air Lines;Pueblo - El Paso;Lockheed Vega;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1935;5;3.0;Missouri;United States;Trans Continental and Western Air;Los Angeles - Albuquerque - Kanasas City -  Washington;Douglas DC-2-112;14.0;12.0;2.0;5.0;3.0;2.0;0.0
1935;5;0.0;;Russia;Gor'ky Eskadril'ya;Demonstration;Tupolev ANT-20 / I-5;50.0;37.0;13.0;50.0;37.0;13.0;2.0
1935;5;18.0;Michigan;United States;Knowles Flying Service of Detroit;Sightseeing;Ford model 4-AT-E;12.0;11.0;1.0;3.0;2.0;1.0;0.0
1935;5;16.0;Wyoming;United States;Wyoming Air Service;Billings - Sheridan - Casper - Cheyenne;Boeing 221;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1935;5;22.0;Illinois;United States;Chicago and Southern Airlines;Chicago - St. Louis;Stinson SM6000B Tri-motor;2.0;1.0;1.0;2.0;1.0;1.0;0.0
1935;5;;;Honduras;;;;9.0;;;6.0;;;0.0
1935;6;14.0;;Colombia;Servicio Aereo Columbiano / SCADTA;Medellin - Bogotá;Ford Tri-Motor / Ford Tri-Motor;20.0;18.0;2.0;17.0;15.0;2.0;0.0
1935;7;9.0;;Netherlands;KLM Royal Dutch Airlines;Amsterdam - Sweden;Fokker F-XXII;20.0;15.0;5.0;6.0;2.0;4.0;0.0
1935;7;14.0;Mississippi;United States;Wedell-Williams Air Service Corporation;New Orleans, LA - Mobile, AL;General 102-E;2.0;1.0;1.0;2.0;1.0;1.0;0.0
1935;7;12.0;;Switzerland;KLM Royal Dutch Airlines;Milan - Frankfort - Amsterdam;Douglas DC-2;13.0;9.0;4.0;13.0;9.0;4.0;0.0
1935;7;;;United Kingdom;Jersey Airways;Cardiff - Saint-Helier;de Havilland DH-84 Dragon;8.0;7.0;1.0;1.0;3.0;0.0;0.0
1935;7;;;Colombia;Fuerza Aerea Colombiana;Palanquero - Tres Esquinas;Junkers W-34;5.0;3.0;2.0;5.0;3.0;2.0;0.0
1935;8;8.0;;Egypt;Ala Littoria;Guidonia - Cairo - Massawa - Asmara;Savoia-Marchetti S-66;7.0;3.0;4.0;7.0;3.0;4.0;0.0
1935;8;;;China;China National Aviation Corporation;;Sikorsky S-38B;;;;;;;
1935;8;23.0;Texas;United States;Delta Air Lines;Dallas -  Atlanta;Stinson Model A;4.0;3.0;1.0;4.0;3.0;1.0;0.0
1935;8;20.0;Alaska;United States;Private;;Lockheed Orion 9E Explorer float plane;2.0;1.0;1.0;2.0;1.0;1.0;0.0
1935;8;20.0;Wyoming;United States;Aero Mayflower Transit Co;Helena - Denver;Waco, model YLC;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1935;9;23.0;California;United States;Western Air Express;Burbank, CA - Salt Lake City, UT;Boeing 247;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1935;9;9.0;;Panama;Panama Airways;Panama City - David;Ford Tri-Motor;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1935;10;9.0;;Australia;Holyman Airways;Melbourne - Sydney;de Havilland DH-86;5.0;3.0;2.0;5.0;3.0;2.0;0.0
1935;10;2.0;Wyoming;United States;United Air Lines;Salt Lake City - Cheyenne;Boeing 247D;12.0;9.0;3.0;12.0;9.0;3.0;0.0
1935;10;;;;Aero O-Y;Tallinn - Helsinki;Junkers F-13;6.0;4.0;2.0;6.0;4.0;2.0;0.0
1935;10;11.0;New York;United States;Chamberlin Flying Service;Troy - Teterboro;Curtiss AT-32C Condor;6.0;4.0;2.0;1.0;0.0;1.0;0.0
1935;10;19.0;Wyoming;United States;United Air Lines;Test flight;Boeing B-247-D;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1935;11;;;Brazil;Air France;Bahia - Aracaju;Latécoère 28-1;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1935;11;4.0;Texas;United States;Braniff Airlines;Dallas - Waco;Lockheed Vega;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1935;11;;;Italy;Imperial Airways;London - Brindisi - Alexandria;Short S-17 Kent;13.0;10.0;3.0;12.0;9.0;3.0;0.0
1935;11;;;France;Air France;;Latecoere 28;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1935;12;;;France;Air Bleu;Le Havre - Paris - Tours - Bordeaux;Caudron C-630 Simoun;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1935;12;16.0;;;Sabena;Brussels, Belgium - Croydon, England;Savoia-Marchetti SM73;11.0;7.0;4.0;11.0;7.0;4.0;0.0
1935;12;;;Poland;Deutsche Lufthansa;;Heinkel He-70;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1935;12;19.0;;Egypt;Imperial Airways;London - Brindisi - Mirabella - Alexandria;Short S-8 Calcutta flying boat;13.0;9.0;4.0;12.0;9.0;1.0;0.0
1936;1;;;Colombia;Military - Fuerza Aerea Colombiana;;Junkers JU-52;16.0;13.0;3.0;13.0;10.0;3.0;0.0
1936;1;19.0;Arkansas;United States;American Airlines;Newark - Memphis - Little Rock - Dallas - Los Angeles;Douglas DC-2-120;17.0;14.0;3.0;17.0;14.0;3.0;0.0
1936;1;;;;Lloyd Aereo Boliviano;Cochabamba - La Paz;Junkers JU-52;13.0;10.0;3.0;13.0;10.0;3.0;0.0
1936;1;10.0;;France;Air France;Marseille - Ajaccio - Tunis;CAMS 53;6.0;3.0;3.0;6.0;3.0;3.0;0.0
1936;1;;Texas;United States;American Airlines;Chicago - Oklahoma City;Vultee V-1;6.0;5.0;1.0;1.0;0.0;1.0;0.0
1936;2;;;;Air France;Natal, Brazil - Dakar, Senegal;Latecoere 301 (flying boat);6.0;1.0;5.0;6.0;1.0;5.0;0.0
1936;2;3.0;;;Deutsche Lufthansa;Rio de Janerio - Berlin;Dormier Do-J-Iif Bos Wal flying boat;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1936;3;;;China;China National Aviation Corporation;;Ford 5-AT-D Tri-Motor;6.0;3.0;3.0;0.0;0.0;0.0;0.0
1936;3;;;Chile;Lan Chile;;Fairchild FC-2;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1936;3;11.0;;Mexico;Mexicana;Mexico - Guatemala;Ford 5-AT-B Tri Motor;14.0;10.0;4.0;14.0;10.0;4.0;0.0
1936;4;19.0;New York;United States;American Airlines;Newwark - Buffalo;Stinson Model A;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;4;10.0;Pennsylvania;United States;Trans Continental and Western Air;Newark - Los Angeles;Douglas DC-2-112;14.0;11.0;3.0;12.0;10.0;2.0;0.0
1936;4;5.0;;;Pan American Airways;Miami - Rio de Janeiro;Sikorsky S-42A  Flying Boat;25.0;18.0;7.0;3.0;2.0;1.0;0.0
1936;4;;;Italy;Avio Linee Italiane;Turin - Milan;OFM F-VIIb/3m;7.0;5.0;2.0;7.0;5.0;2.0;0.0
1936;4;;;Switzerland;Deutsche Lufthansa;Test flight;Junkers JU-52;5.0;0.0;5.0;3.0;0.0;3.0;0.0
1936;4;;;France;Sabena;Paris - Brussels - Cologne;Fokker F-VII;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;4;;;Switzerland;Swissair;;General Aviation GA-43;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;5;;;Australia;Holymans Airways;Training;De Havilland DH-60 Moth;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;6;;;Sweden;A B Aerotransport;Malmo - Amsterdam;Fokker F-XXII;15.0;11.0;4.0;1.0;1.0;0.0;0.0
1936;6;;;Germany;Deutsche Lufthansa;;Junkers JU-160;6.0;4.0;2.0;1.0;1.0;0.0;0.0
1936;6;7.0;;Norway;Den Norske Luftfartskole;Bergen - Trondheim;Junkers JU-52/3m;7.0;3.0;4.0;7.0;3.0;4.0;0.0
1936;7;;;Croatia;Aeroput;Belgrade - Zagreb - Ljubljana;Spartan Cruiser;7.0;5.0;2.0;7.0;5.0;2.0;0.0
1936;7;;;Tajikistan;Aeroflot;;Tupolev ANT-9;6.0;4.0;2.0;6.0;4.0;2.0;0.0
1936;7;19.0;;Jersey;Guernsey Airways;Saint Pierre - Saint-Hélier;Saro A-19 Cloud;10.0;8.0;2.0;10.0;8.0;2.0;0.0
1936;8;6.0;;France;Air France;Paris - Toulouse - Dakar - Natal - Rio de Janeiro;Wibault 280;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1936;8;;;Mexico;Mexicana;;Lockheed 9 Orion;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1936;8;22.0;Missouri;United States;Chicago Southern Airlines;New Orleans - Chicago;Lockheed 10B Electra;8.0;6.0;2.0;8.0;6.0;2.0;0.0
1936;8;;;Colombia;SCADTA;;Junkers F-13;3.0;1.0;2.0;2.0;1.0;1.0;0.0
1936;8;3.0;;Germany;British Airways;Hanover - Cologne - London-Gatwick;De Havilland DH-86;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;8;;;Greece;Imperial Airways;Alexandria - Mirabella - Brindisi - Southampton;Short S-17 Kent;11.0;8.0;3.0;2.0;2.0;0.0;0.0
1936;9;22.0;Pennsylvania;United States;Pittsburgh Skyways Inc.;Sightseeing;Stinson SM 6000B;11.0;10.0;1.0;10.0;9.0;1.0;0.0
1936;9;;;Libya;Ala Littoria SA;Addis Ababa, Ethiopia - Rome, Italy;CRDA CANT Z-506;10.0;7.0;3.0;9.0;7.0;2.0;0.0
1936;9;;;;Imperial Airways;Croydon - Paris;Boulton and Paul P-71;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1936;9;;Colorado;United States;Varney Air Lines;El Paso, TX - Pueblo, CO;Lockheed  5 Vega;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1936;9;;Illinois;United States;Blue Bird Air Service;;Lockheed Vega 5C;4.0;3.0;1.0;4.0;3.0;1.0;0.0
